Status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Score,Young/Old
3.00000000,36.00000000,2.00000000,4.00000000,3835.00000000,4.00000000,4.00000000,2.00000000,1.00000000,0.00000000,4.00000000,0.00000000,45.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,27.00000000,0.00000000,9.00000000,5293.00000000,0.00000000,0.00000000,2.00000000,2.00000000,0.00000000,4.00000000,1.00000000,50.00000000,1.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
2.00000000,30.00000000,3.00000000,9.00000000,1908.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,66.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,36.00000000,4.00000000,4.00000000,3342.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,51.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,6.00000000,4.00000000,8.00000000,932.00000000,4.00000000,3.00000000,1.00000000,1.00000000,0.00000000,3.00000000,1.00000000,39.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,18.00000000,0.00000000,9.00000000,3104.00000000,0.00000000,3.00000000,3.00000000,2.00000000,0.00000000,1.00000000,1.00000000,31.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
2.00000000,36.00000000,2.00000000,4.00000000,3913.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,0.00000000,23.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
0.00000000,24.00000000,2.00000000,3.00000000,3021.00000000,0.00000000,2.00000000,2.00000000,0.00000000,0.00000000,2.00000000,0.00000000,24.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,10.00000000,2.00000000,0.00000000,1364.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,4.00000000,2.00000000,64.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,4.00000000,625.00000000,0.00000000,1.00000000,4.00000000,3.00000000,2.00000000,1.00000000,0.00000000,26.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,2.00000000,7.00000000,1200.00000000,4.00000000,2.00000000,4.00000000,1.00000000,0.00000000,4.00000000,1.00000000,23.00000000,0.00000000,0.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
3.00000000,12.00000000,2.00000000,4.00000000,707.00000000,0.00000000,2.00000000,4.00000000,2.00000000,0.00000000,2.00000000,0.00000000,30.00000000,0.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,3.00000000,9.00000000,2978.00000000,4.00000000,2.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,32.00000000,2.00000000,1.00000000,2.00000000,2.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,15.00000000,2.00000000,1.00000000,4657.00000000,0.00000000,2.00000000,3.00000000,2.00000000,0.00000000,2.00000000,2.00000000,30.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,36.00000000,0.00000000,6.00000000,2613.00000000,0.00000000,2.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,27.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,48.00000000,2.00000000,4.00000000,10961.00000000,3.00000000,3.00000000,1.00000000,2.00000000,1.00000000,2.00000000,3.00000000,27.00000000,0.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
0.00000000,12.00000000,2.00000000,3.00000000,7865.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,53.00000000,2.00000000,2.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,9.00000000,2.00000000,4.00000000,1478.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,22.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
0.00000000,24.00000000,2.00000000,3.00000000,3149.00000000,0.00000000,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,3.00000000,22.00000000,0.00000000,2.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
2.00000000,36.00000000,2.00000000,4.00000000,4210.00000000,0.00000000,2.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,9.00000000,2.00000000,0.00000000,2507.00000000,2.00000000,4.00000000,2.00000000,2.00000000,0.00000000,4.00000000,3.00000000,51.00000000,2.00000000,2.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,2.00000000,4.00000000,2141.00000000,1.00000000,3.00000000,3.00000000,2.00000000,0.00000000,1.00000000,3.00000000,35.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,18.00000000,2.00000000,4.00000000,866.00000000,0.00000000,2.00000000,4.00000000,3.00000000,2.00000000,2.00000000,0.00000000,25.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,4.00000000,4.00000000,4.00000000,1544.00000000,0.00000000,3.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,42.00000000,2.00000000,1.00000000,3.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,2.00000000,4.00000000,1823.00000000,0.00000000,0.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,30.00000000,1.00000000,1.00000000,1.00000000,3.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
1.00000000,6.00000000,2.00000000,0.00000000,14555.00000000,4.00000000,0.00000000,1.00000000,2.00000000,0.00000000,2.00000000,1.00000000,23.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,2.00000000,0.00000000
1.00000000,21.00000000,2.00000000,9.00000000,2767.00000000,1.00000000,4.00000000,4.00000000,0.00000000,0.00000000,2.00000000,2.00000000,61.00000000,0.00000000,0.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,4.00000000,4.00000000,1291.00000000,0.00000000,2.00000000,4.00000000,1.00000000,0.00000000,2.00000000,1.00000000,35.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,30.00000000,2.00000000,4.00000000,2522.00000000,0.00000000,4.00000000,1.00000000,2.00000000,2.00000000,3.00000000,1.00000000,39.00000000,2.00000000,1.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,2.00000000,0.00000000,915.00000000,4.00000000,4.00000000,4.00000000,1.00000000,0.00000000,2.00000000,2.00000000,29.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,6.00000000,2.00000000,4.00000000,1595.00000000,0.00000000,3.00000000,3.00000000,2.00000000,0.00000000,2.00000000,1.00000000,51.00000000,2.00000000,1.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,48.00000000,0.00000000,1.00000000,4605.00000000,0.00000000,4.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,24.00000000,2.00000000,2.00000000,2.00000000,2.00000000,2.00000000,0.00000000,0.00000000,2.00000000,0.00000000
3.00000000,12.00000000,4.00000000,9.00000000,1185.00000000,0.00000000,2.00000000,3.00000000,1.00000000,0.00000000,2.00000000,0.00000000,27.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,1.00000000,8.00000000,3447.00000000,2.00000000,2.00000000,4.00000000,1.00000000,0.00000000,3.00000000,0.00000000,35.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,9.00000000,1258.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,25.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
3.00000000,12.00000000,4.00000000,4.00000000,717.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,52.00000000,2.00000000,1.00000000,3.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,6.00000000,0.00000000,0.00000000,1204.00000000,1.00000000,2.00000000,4.00000000,2.00000000,0.00000000,1.00000000,3.00000000,35.00000000,0.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
2.00000000,24.00000000,2.00000000,3.00000000,1925.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,0.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,18.00000000,2.00000000,4.00000000,433.00000000,0.00000000,0.00000000,3.00000000,1.00000000,1.00000000,4.00000000,0.00000000,22.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
0.00000000,6.00000000,4.00000000,0.00000000,666.00000000,3.00000000,3.00000000,3.00000000,1.00000000,0.00000000,4.00000000,0.00000000,39.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
2.00000000,12.00000000,2.00000000,3.00000000,2251.00000000,0.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,2.00000000,46.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,30.00000000,2.00000000,0.00000000,2150.00000000,0.00000000,2.00000000,4.00000000,1.00000000,2.00000000,2.00000000,3.00000000,24.00000000,0.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
3.00000000,24.00000000,3.00000000,3.00000000,4151.00000000,1.00000000,2.00000000,2.00000000,2.00000000,0.00000000,3.00000000,1.00000000,35.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,9.00000000,2.00000000,3.00000000,2030.00000000,4.00000000,3.00000000,2.00000000,2.00000000,0.00000000,1.00000000,2.00000000,24.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
1.00000000,60.00000000,3.00000000,4.00000000,7418.00000000,4.00000000,2.00000000,1.00000000,2.00000000,0.00000000,1.00000000,0.00000000,27.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,4.00000000,4.00000000,2684.00000000,0.00000000,2.00000000,4.00000000,2.00000000,0.00000000,2.00000000,0.00000000,35.00000000,2.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,1.00000000,4.00000000,2149.00000000,0.00000000,2.00000000,4.00000000,0.00000000,0.00000000,1.00000000,3.00000000,29.00000000,2.00000000,2.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,15.00000000,2.00000000,1.00000000,3812.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,4.00000000,2.00000000,23.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
3.00000000,11.00000000,4.00000000,4.00000000,1154.00000000,1.00000000,0.00000000,4.00000000,1.00000000,0.00000000,4.00000000,0.00000000,57.00000000,2.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,2.00000000,3.00000000,1657.00000000,0.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,0.00000000,27.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,2.00000000,4.00000000,1603.00000000,0.00000000,4.00000000,4.00000000,1.00000000,0.00000000,4.00000000,2.00000000,55.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,18.00000000,4.00000000,0.00000000,5302.00000000,0.00000000,4.00000000,2.00000000,2.00000000,0.00000000,4.00000000,3.00000000,36.00000000,2.00000000,2.00000000,3.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,7.00000000,2748.00000000,0.00000000,4.00000000,2.00000000,1.00000000,0.00000000,4.00000000,3.00000000,57.00000000,0.00000000,2.00000000,3.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,10.00000000,4.00000000,0.00000000,1231.00000000,0.00000000,4.00000000,3.00000000,2.00000000,0.00000000,4.00000000,0.00000000,32.00000000,2.00000000,1.00000000,2.00000000,1.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000
1.00000000,15.00000000,2.00000000,4.00000000,802.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,3.00000000,2.00000000,37.00000000,2.00000000,1.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,36.00000000,4.00000000,9.00000000,6304.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,36.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,1533.00000000,0.00000000,1.00000000,4.00000000,1.00000000,0.00000000,3.00000000,2.00000000,38.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,14.00000000,2.00000000,0.00000000,8978.00000000,0.00000000,4.00000000,1.00000000,0.00000000,0.00000000,4.00000000,1.00000000,45.00000000,2.00000000,1.00000000,1.00000000,3.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,999.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,2.00000000,2.00000000,25.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,18.00000000,2.00000000,0.00000000,2662.00000000,4.00000000,3.00000000,4.00000000,2.00000000,0.00000000,3.00000000,1.00000000,32.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
3.00000000,12.00000000,4.00000000,3.00000000,1402.00000000,2.00000000,3.00000000,3.00000000,1.00000000,0.00000000,4.00000000,2.00000000,37.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,48.00000000,1.00000000,0.00000000,12169.00000000,4.00000000,0.00000000,4.00000000,2.00000000,1.00000000,4.00000000,3.00000000,36.00000000,2.00000000,2.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,48.00000000,2.00000000,4.00000000,3060.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,4.00000000,0.00000000,28.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,30.00000000,2.00000000,6.00000000,11998.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,3.00000000,34.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,9.00000000,2.00000000,4.00000000,2697.00000000,0.00000000,2.00000000,1.00000000,2.00000000,0.00000000,2.00000000,0.00000000,32.00000000,2.00000000,1.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,18.00000000,4.00000000,4.00000000,2404.00000000,0.00000000,2.00000000,2.00000000,1.00000000,0.00000000,2.00000000,2.00000000,26.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
0.00000000,12.00000000,2.00000000,3.00000000,1262.00000000,4.00000000,4.00000000,2.00000000,0.00000000,0.00000000,4.00000000,1.00000000,49.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,6.00000000,2.00000000,3.00000000,4611.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,4.00000000,1.00000000,32.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,24.00000000,2.00000000,4.00000000,1901.00000000,1.00000000,2.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,29.00000000,2.00000000,0.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,15.00000000,4.00000000,1.00000000,3368.00000000,3.00000000,4.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,23.00000000,2.00000000,0.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000
3.00000000,12.00000000,2.00000000,3.00000000,1574.00000000,0.00000000,2.00000000,4.00000000,2.00000000,0.00000000,2.00000000,0.00000000,50.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
2.00000000,18.00000000,1.00000000,4.00000000,1445.00000000,4.00000000,3.00000000,4.00000000,2.00000000,0.00000000,4.00000000,2.00000000,49.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,15.00000000,4.00000000,3.00000000,1520.00000000,4.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,1.00000000,63.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,24.00000000,4.00000000,0.00000000,3878.00000000,1.00000000,1.00000000,4.00000000,0.00000000,0.00000000,2.00000000,2.00000000,37.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,47.00000000,2.00000000,0.00000000,10722.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000,35.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,48.00000000,2.00000000,1.00000000,4788.00000000,0.00000000,3.00000000,4.00000000,2.00000000,0.00000000,3.00000000,1.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,48.00000000,3.00000000,2.00000000,7582.00000000,1.00000000,0.00000000,2.00000000,2.00000000,0.00000000,4.00000000,3.00000000,31.00000000,2.00000000,2.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,4.00000000,1092.00000000,0.00000000,2.00000000,4.00000000,1.00000000,2.00000000,4.00000000,0.00000000,49.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
0.00000000,24.00000000,3.00000000,4.00000000,1024.00000000,0.00000000,1.00000000,4.00000000,3.00000000,0.00000000,4.00000000,0.00000000,48.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,2.00000000,9.00000000,1076.00000000,0.00000000,2.00000000,2.00000000,3.00000000,0.00000000,2.00000000,0.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
1.00000000,36.00000000,2.00000000,1.00000000,9398.00000000,0.00000000,1.00000000,1.00000000,3.00000000,0.00000000,4.00000000,2.00000000,28.00000000,2.00000000,0.00000000,1.00000000,3.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
0.00000000,24.00000000,4.00000000,1.00000000,6419.00000000,0.00000000,4.00000000,2.00000000,1.00000000,0.00000000,4.00000000,3.00000000,44.00000000,2.00000000,2.00000000,2.00000000,3.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000
2.00000000,42.00000000,4.00000000,1.00000000,4796.00000000,0.00000000,4.00000000,4.00000000,2.00000000,0.00000000,4.00000000,3.00000000,56.00000000,2.00000000,2.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,48.00000000,4.00000000,9.00000000,7629.00000000,4.00000000,4.00000000,4.00000000,0.00000000,0.00000000,2.00000000,2.00000000,46.00000000,0.00000000,1.00000000,2.00000000,3.00000000,2.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,48.00000000,2.00000000,3.00000000,9960.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,2.00000000,2.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
3.00000000,12.00000000,2.00000000,1.00000000,4675.00000000,4.00000000,1.00000000,1.00000000,1.00000000,0.00000000,4.00000000,2.00000000,20.00000000,2.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
3.00000000,10.00000000,2.00000000,0.00000000,1287.00000000,4.00000000,4.00000000,4.00000000,2.00000000,1.00000000,2.00000000,1.00000000,45.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000
3.00000000,18.00000000,2.00000000,3.00000000,2515.00000000,0.00000000,2.00000000,3.00000000,2.00000000,0.00000000,4.00000000,0.00000000,43.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,21.00000000,4.00000000,3.00000000,2745.00000000,3.00000000,3.00000000,3.00000000,2.00000000,0.00000000,2.00000000,2.00000000,32.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,6.00000000,2.00000000,0.00000000,672.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,4.00000000,0.00000000,54.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
1.00000000,36.00000000,0.00000000,4.00000000,3804.00000000,0.00000000,2.00000000,4.00000000,1.00000000,0.00000000,1.00000000,2.00000000,42.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
2.00000000,24.00000000,4.00000000,0.00000000,1344.00000000,4.00000000,3.00000000,4.00000000,2.00000000,0.00000000,2.00000000,0.00000000,37.00000000,0.00000000,1.00000000,2.00000000,1.00000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000
0.00000000,10.00000000,4.00000000,0.00000000,1038.00000000,0.00000000,3.00000000,4.00000000,2.00000000,1.00000000,3.00000000,1.00000000,49.00000000,2.00000000,1.00000000,2.00000000,2.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,48.00000000,4.00000000,0.00000000,10127.00000000,2.00000000,2.00000000,2.00000000,2.00000000,0.00000000,2.00000000,3.00000000,44.00000000,0.00000000,2.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,1.00000000
3.00000000,6.00000000,2.00000000,3.00000000,1543.00000000,3.00000000,2.00000000,4.00000000,0.00000000,0.00000000,2.00000000,0.00000000,33.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
3.00000000,30.00000000,2.00000000,1.00000000,4811.00000000,4.00000000,3.00000000,2.00000000,1.00000000,0.00000000,4.00000000,1.00000000,24.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
0.00000000,12.00000000,2.00000000,4.00000000,727.00000000,1.00000000,1.00000000,4.00000000,3.00000000,0.00000000,3.00000000,3.00000000,33.00000000,2.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,2.00000000,1.00000000
1.00000000,8.00000000,2.00000000,3.00000000,1237.00000000,0.00000000,2.00000000,3.00000000,1.00000000,0.00000000,4.00000000,0.00000000,24.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
1.00000000,9.00000000,2.00000000,0.00000000,276.00000000,0.00000000,2.00000000,4.00000000,3.00000000,0.00000000,4.00000000,0.00000000,22.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1.00000000,48.00000000,2.00000000,2.00000000,5381.00000000,4.00000000,0.00000000,3.00000000,2.00000000,0.00000000,4.00000000,3.00000000,40.00000000,0.00000000,2.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000
3.00000000,24.00000000,2.00000000,3.00000000,5511.00000000,1.00000000,2.00000000,4.00000000,2.00000000,0.00000000,1.00000000,2.00000000,25.00000000,1.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000
2.00000000,24.00000000,2.00000000,3.00000000,3749.00000000,0.00000000,1.00000000,2.00000000,1.00000000,0.00000000,4.00000000,2.00000000,26.00000000,2.00000000,1.00000000,1.00000000,2.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000
1.00000000,12.00000000,2.00000000,0.00000000,685.00000000,0.00000000,3.00000000,2.00000000,3.00000000,0.00000000,3.00000000,2.00000000,25.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,2.00000000,0.00000000
2.00000000,4.00000000,2.00000000,0.00000000,1494.00000000,4.00000000,1.00000000,1.00000000,2.00000000,0.00000000,2.00000000,0.00000000,29.00000000,2.00000000,1.00000000,1.00000000,1.00000000,2.00000000,0.00000000,1.00000000,1.00000000,1.00000000
